2025-06-27 11:02:52,416 - WARNING - Some parameters are on the meta device because they were offloaded to the cpu and disk.
2025-06-27 11:06:48,056 - INFO - Param: model.layers.19.mlp.gate_proj.weight, Stats: {'mean': -3.590266715036705e-07, 'std': 0.026206936687231064, 'min': -0.7265625, 'max': 0.84375}
2025-06-27 11:06:48,192 - INFO - Param: model.layers.19.mlp.up_proj.weight, Stats: {'mean': 1.3928578255217872e-06, 'std': 0.027131374925374985, 'min': -1.2578125, 'max': 0.7421875}
2025-06-27 11:06:48,341 - INFO - Param: model.layers.19.mlp.down_proj.weight, Stats: {'mean': 1.7139087731266045e-06, 'std': 0.026423418894410133, 'min': -1.1953125, 'max': 0.98046875}
2025-06-27 11:06:48,342 - INFO - Param: model.layers.19.input_layernorm.weight, Stats: {'mean': 0.47846853733062744, 'std': 0.19419114291667938, 'min': 0.09423828125, 'max': 2.34375}
2025-06-27 11:06:48,342 - INFO - Param: model.layers.19.post_attention_layernorm.weight, Stats: {'mean': 0.4383799433708191, 'std': 0.1172204315662384, 'min': -1.049041748046875e-05, 'max': 0.85546875}
2025-06-27 11:06:48,388 - INFO - Param: model.layers.20.self_attn.q_proj.weight, Stats: {'mean': -6.2963263189885765e-06, 'std': 0.026361504569649696, 'min': -0.458984375, 'max': 0.3984375}
2025-06-27 11:06:48,399 - INFO - Param: model.layers.20.self_attn.k_proj.weight, Stats: {'mean': -9.030183719005436e-06, 'std': 0.02458319254219532, 'min': -0.3125, 'max': 0.34375}
2025-06-27 11:06:48,411 - INFO - Param: model.layers.20.self_attn.v_proj.weight, Stats: {'mean': 5.1300298764545e-07, 'std': 0.02820076234638691, 'min': -0.265625, 'max': 0.26953125}
2025-06-27 11:06:48,455 - INFO - Param: model.layers.20.self_attn.o_proj.weight, Stats: {'mean': -4.033494406030513e-06, 'std': 0.02555340714752674, 'min': -0.53125, 'max': 0.5859375}
2025-06-27 11:06:48,456 - INFO - Param: model.layers.20.self_attn.q_norm.weight, Stats: {'mean': 1.7375526428222656, 'std': 0.48936906456947327, 'min': -0.00946044921875, 'max': 2.890625}
2025-06-27 11:06:48,456 - INFO - Param: model.layers.20.self_attn.k_norm.weight, Stats: {'mean': 1.807571291923523, 'std': 0.6599743962287903, 'min': -0.0439453125, 'max': 3.25}
2025-06-27 11:06:48,589 - INFO - Param: model.layers.20.mlp.gate_proj.weight, Stats: {'mean': -8.66057689563604e-06, 'std': 0.02596026286482811, 'min': -0.60546875, 'max': 0.56640625}
2025-06-27 11:06:48,742 - INFO - Param: model.layers.20.mlp.up_proj.weight, Stats: {'mean': -5.99818349655834e-06, 'std': 0.027180803939700127, 'min': -0.42578125, 'max': 0.7734375}
2025-06-27 11:06:48,891 - INFO - Param: model.layers.20.mlp.down_proj.weight, Stats: {'mean': -3.1508268421021057e-06, 'std': 0.02661171182990074, 'min': -0.65625, 'max': 0.65625}
2025-06-27 11:06:48,893 - INFO - Param: model.layers.20.input_layernorm.weight, Stats: {'mean': 0.4441033601760864, 'std': 0.16844768822193146, 'min': 0.08056640625, 'max': 2.0}
2025-06-27 11:06:48,893 - INFO - Param: model.layers.20.post_attention_layernorm.weight, Stats: {'mean': 0.46027737855911255, 'std': 0.11652316153049469, 'min': 5.984306335449219e-05, 'max': 0.91796875}
2025-06-27 11:06:48,938 - INFO - Param: model.layers.21.self_attn.q_proj.weight, Stats: {'mean': -7.35188223188743e-07, 'std': 0.026055924594402313, 'min': -0.4765625, 'max': 0.404296875}
2025-06-27 11:06:48,950 - INFO - Param: model.layers.21.self_attn.k_proj.weight, Stats: {'mean': -3.2020293474488426e-06, 'std': 0.024572955444455147, 'min': -0.298828125, 'max': 0.291015625}
2025-06-27 11:06:48,961 - INFO - Param: model.layers.21.self_attn.v_proj.weight, Stats: {'mean': -7.848848326830193e-08, 'std': 0.02787185274064541, 'min': -0.421875, 'max': 0.3359375}
2025-06-27 11:06:49,005 - INFO - Param: model.layers.21.self_attn.o_proj.weight, Stats: {'mean': 6.92832691129297e-06, 'std': 0.025242168456315994, 'min': -0.71875, 'max': 0.458984375}
2025-06-27 11:06:49,006 - INFO - Param: model.layers.21.self_attn.q_norm.weight, Stats: {'mean': 1.739550232887268, 'std': 0.4971170425415039, 'min': -0.0013885498046875, 'max': 5.09375}
2025-06-27 11:06:49,006 - INFO - Param: model.layers.21.self_attn.k_norm.weight, Stats: {'mean': 1.7997053861618042, 'std': 0.6228398084640503, 'min': -0.05078125, 'max': 4.21875}
2025-06-27 11:06:49,138 - INFO - Param: model.layers.21.mlp.gate_proj.weight, Stats: {'mean': 3.6277208437240915e-06, 'std': 0.025622624903917313, 'min': -1.0234375, 'max': 0.76171875}
2025-06-27 11:06:49,291 - INFO - Param: model.layers.21.mlp.up_proj.weight, Stats: {'mean': 3.4634024359547766e-06, 'std': 0.02714506909251213, 'min': -0.58984375, 'max': 0.59375}
2025-06-27 11:06:49,430 - INFO - Param: model.layers.21.mlp.down_proj.weight, Stats: {'mean': 4.0550426092522684e-06, 'std': 0.026835180819034576, 'min': -1.1484375, 'max': 1.2109375}
2025-06-27 11:06:49,431 - INFO - Param: model.layers.21.input_layernorm.weight, Stats: {'mean': 0.49958336353302, 'std': 0.17226721346378326, 'min': 0.12255859375, 'max': 2.46875}
2025-06-27 11:06:49,431 - INFO - Param: model.layers.21.post_attention_layernorm.weight, Stats: {'mean': 0.48562657833099365, 'std': 0.10394768416881561, 'min': -5.7220458984375e-05, 'max': 0.87890625}
2025-06-27 11:06:49,495 - INFO - Param: model.layers.22.self_attn.q_proj.weight, Stats: {'mean': 8.267161319963634e-06, 'std': 0.025638660416007042, 'min': -0.384765625, 'max': 0.373046875}
2025-06-27 11:06:49,506 - INFO - Param: model.layers.22.self_attn.k_proj.weight, Stats: {'mean': -1.2100379535695538e-05, 'std': 0.023766852915287018, 'min': -0.8359375, 'max': 0.74609375}
2025-06-27 11:06:49,516 - INFO - Param: model.layers.22.self_attn.v_proj.weight, Stats: {'mean': -1.243362385139335e-05, 'std': 0.027917515486478806, 'min': -0.287109375, 'max': 0.306640625}
2025-06-27 11:06:49,561 - INFO - Param: model.layers.22.self_attn.o_proj.weight, Stats: {'mean': 5.501115992956329e-06, 'std': 0.025788025930523872, 'min': -0.50390625, 'max': 0.55859375}
2025-06-27 11:06:49,562 - INFO - Param: model.layers.22.self_attn.q_norm.weight, Stats: {'mean': 1.6381115913391113, 'std': 0.44690561294555664, 'min': -0.00897216796875, 'max': 2.828125}
2025-06-27 11:06:49,562 - INFO - Param: model.layers.22.self_attn.k_norm.weight, Stats: {'mean': 1.7391972541809082, 'std': 0.7745393514633179, 'min': -0.0517578125, 'max': 5.84375}
2025-06-27 11:06:49,693 - INFO - Param: model.layers.22.mlp.gate_proj.weight, Stats: {'mean': 1.8151157519241679e-06, 'std': 0.026215896010398865, 'min': -0.8046875, 'max': 0.90625}
2025-06-27 11:06:49,848 - INFO - Param: model.layers.22.mlp.up_proj.weight, Stats: {'mean': 2.1239804937067674e-06, 'std': 0.02767399325966835, 'min': -0.84765625, 'max': 1.3359375}
2025-06-27 11:06:49,985 - INFO - Param: model.layers.22.mlp.down_proj.weight, Stats: {'mean': 8.84797191247344e-06, 'std': 0.027055203914642334, 'min': -0.984375, 'max': 1.109375}
2025-06-27 11:06:49,987 - INFO - Param: model.layers.22.input_layernorm.weight, Stats: {'mean': 0.6936056613922119, 'std': 0.1888800859451294, 'min': 0.19921875, 'max': 3.203125}
2025-06-27 11:06:49,987 - INFO - Param: model.layers.22.post_attention_layernorm.weight, Stats: {'mean': 0.49951648712158203, 'std': 0.08681809157133102, 'min': -3.039836883544922e-05, 'max': 0.83203125}
2025-06-27 11:06:50,051 - INFO - Param: model.layers.23.self_attn.q_proj.weight, Stats: {'mean': 6.797918103984557e-06, 'std': 0.027064401656389236, 'min': -0.36328125, 'max': 0.4765625}
2025-06-27 11:06:50,062 - INFO - Param: model.layers.23.self_attn.k_proj.weight, Stats: {'mean': 1.0404241038486362e-05, 'std': 0.024922018870711327, 'min': -0.380859375, 'max': 0.322265625}
2025-06-27 11:06:50,074 - INFO - Param: model.layers.23.self_attn.v_proj.weight, Stats: {'mean': 7.907559847808443e-06, 'std': 0.028378397226333618, 'min': -0.2578125, 'max': 0.255859375}
2025-06-27 11:06:50,118 - INFO - Param: model.layers.23.self_attn.o_proj.weight, Stats: {'mean': 1.055263783200644e-05, 'std': 0.026705875992774963, 'min': -0.447265625, 'max': 0.49609375}
2025-06-27 11:06:50,119 - INFO - Param: model.layers.23.self_attn.q_norm.weight, Stats: {'mean': 1.786974549293518, 'std': 0.4953276813030243, 'min': -0.0032958984375, 'max': 2.90625}
2025-06-27 11:06:50,119 - INFO - Param: model.layers.23.self_attn.k_norm.weight, Stats: {'mean': 1.9205020666122437, 'std': 0.7895688414573669, 'min': -0.0023345947265625, 'max': 6.59375}
2025-06-27 11:06:50,252 - INFO - Param: model.layers.23.mlp.gate_proj.weight, Stats: {'mean': 1.7857548300526105e-05, 'std': 0.026760386303067207, 'min': -0.5703125, 'max': 0.64453125}
2025-06-27 11:06:50,402 - INFO - Param: model.layers.23.mlp.up_proj.weight, Stats: {'mean': -1.7247107280127238e-06, 'std': 0.027777308598160744, 'min': -0.52734375, 'max': 0.466796875}
2025-06-27 11:06:50,538 - INFO - Param: model.layers.23.mlp.down_proj.weight, Stats: {'mean': -1.5564286286462448e-06, 'std': 0.027323931455612183, 'min': -0.75390625, 'max': 0.95703125}
2025-06-27 11:06:50,539 - INFO - Param: model.layers.23.input_layernorm.weight, Stats: {'mean': 0.6764593124389648, 'std': 0.1395624428987503, 'min': 0.212890625, 'max': 3.3125}
2025-06-27 11:06:50,539 - INFO - Param: model.layers.23.post_attention_layernorm.weight, Stats: {'mean': 0.5293256044387817, 'std': 0.08662324398756027, 'min': 2.0742416381835938e-05, 'max': 0.9921875}
2025-06-27 11:06:50,600 - INFO - Param: model.layers.24.self_attn.q_proj.weight, Stats: {'mean': 1.5282641925296048e-06, 'std': 0.02716786414384842, 'min': -0.33203125, 'max': 0.421875}
2025-06-27 11:06:50,610 - INFO - Param: model.layers.24.self_attn.k_proj.weight, Stats: {'mean': 8.641933163744397e-06, 'std': 0.024798236787319183, 'min': -0.296875, 'max': 0.318359375}
2025-06-27 11:06:50,621 - INFO - Param: model.layers.24.self_attn.v_proj.weight, Stats: {'mean': 1.1258619451837149e-05, 'std': 0.02770276926457882, 'min': -0.3515625, 'max': 0.314453125}
2025-06-27 11:06:50,667 - INFO - Param: model.layers.24.self_attn.o_proj.weight, Stats: {'mean': -1.586845246492885e-05, 'std': 0.026846444234251976, 'min': -0.51171875, 'max': 0.4765625}
2025-06-27 11:06:50,667 - INFO - Param: model.layers.24.self_attn.q_norm.weight, Stats: {'mean': 1.6931034326553345, 'std': 0.49068355560302734, 'min': -0.044921875, 'max': 2.796875}
2025-06-27 11:06:50,668 - INFO - Param: model.layers.24.self_attn.k_norm.weight, Stats: {'mean': 1.7082247734069824, 'std': 0.7191044688224792, 'min': -0.0233154296875, 'max': 3.3125}
2025-06-27 11:06:50,799 - INFO - Param: model.layers.24.mlp.gate_proj.weight, Stats: {'mean': 3.251698217354715e-05, 'std': 0.027146756649017334, 'min': -0.74609375, 'max': 0.67578125}
2025-06-27 11:06:50,951 - INFO - Param: model.layers.24.mlp.up_proj.weight, Stats: {'mean': 2.1946289052721113e-07, 'std': 0.027841325849294662, 'min': -0.447265625, 'max': 0.55078125}
2025-06-27 11:06:51,084 - INFO - Param: model.layers.24.mlp.down_proj.weight, Stats: {'mean': -1.4058487067813985e-06, 'std': 0.027563009411096573, 'min': -0.84765625, 'max': 0.8125}
2025-06-27 11:06:51,084 - INFO - Param: model.layers.24.input_layernorm.weight, Stats: {'mean': 0.8477139472961426, 'std': 0.17127743363380432, 'min': 0.337890625, 'max': 4.71875}
2025-06-27 11:06:51,085 - INFO - Param: model.layers.24.post_attention_layernorm.weight, Stats: {'mean': 0.572083055973053, 'std': 0.08999813348054886, 'min': -0.00018215179443359375, 'max': 1.109375}
2025-06-27 11:06:51,130 - INFO - Param: model.layers.25.self_attn.q_proj.weight, Stats: {'mean': -1.9562137822504155e-05, 'std': 0.02575898915529251, 'min': -0.419921875, 'max': 0.384765625}
2025-06-27 11:06:51,142 - INFO - Param: model.layers.25.self_attn.k_proj.weight, Stats: {'mean': -2.9281936804181896e-06, 'std': 0.025244364514946938, 'min': -0.29296875, 'max': 0.2734375}
2025-06-27 11:06:51,153 - INFO - Param: model.layers.25.self_attn.v_proj.weight, Stats: {'mean': -6.20963282926823e-06, 'std': 0.028962578624486923, 'min': -0.23828125, 'max': 0.259765625}
2025-06-27 11:06:51,200 - INFO - Param: model.layers.25.self_attn.o_proj.weight, Stats: {'mean': 6.432897862396203e-06, 'std': 0.026397576555609703, 'min': -0.30078125, 'max': 0.333984375}
2025-06-27 11:06:51,201 - INFO - Param: model.layers.25.self_attn.q_norm.weight, Stats: {'mean': 1.7386627197265625, 'std': 0.4234588146209717, 'min': -0.00732421875, 'max': 3.84375}
2025-06-27 11:06:51,201 - INFO - Param: model.layers.25.self_attn.k_norm.weight, Stats: {'mean': 1.7932393550872803, 'std': 0.6624318361282349, 'min': 0.002197265625, 'max': 4.78125}
2025-06-27 11:06:51,359 - INFO - Param: model.layers.25.mlp.gate_proj.weight, Stats: {'mean': 3.738069426617585e-05, 'std': 0.027412058785557747, 'min': -1.1953125, 'max': 0.5859375}
2025-06-27 11:06:51,489 - INFO - Param: model.layers.25.mlp.up_proj.weight, Stats: {'mean': 1.4087081581237726e-06, 'std': 0.027918657287955284, 'min': -0.5703125, 'max': 0.51953125}
2025-06-27 11:06:51,641 - INFO - Param: model.layers.25.mlp.down_proj.weight, Stats: {'mean': -2.2023673409421463e-06, 'std': 0.027693357318639755, 'min': -0.7421875, 'max': 0.77734375}
2025-06-27 11:06:51,642 - INFO - Param: model.layers.25.input_layernorm.weight, Stats: {'mean': 0.8250956535339355, 'std': 0.15343168377876282, 'min': 0.326171875, 'max': 5.125}
2025-06-27 11:06:51,642 - INFO - Param: model.layers.25.post_attention_layernorm.weight, Stats: {'mean': 0.6078370809555054, 'std': 0.08472590893507004, 'min': -9.107589721679688e-05, 'max': 1.1015625}
2025-06-27 11:06:51,690 - INFO - Param: model.layers.26.self_attn.q_proj.weight, Stats: {'mean': 8.418423931288999e-07, 'std': 0.02599227987229824, 'min': -0.408203125, 'max': 0.369140625}
2025-06-27 11:06:51,700 - INFO - Param: model.layers.26.self_attn.k_proj.weight, Stats: {'mean': 2.8189086151542142e-05, 'std': 0.024845410138368607, 'min': -0.28125, 'max': 0.271484375}
2025-06-27 11:06:51,711 - INFO - Param: model.layers.26.self_attn.v_proj.weight, Stats: {'mean': 7.011557954683667e-06, 'std': 0.02864203043282032, 'min': -0.21875, 'max': 0.1865234375}
2025-06-27 11:06:51,756 - INFO - Param: model.layers.26.self_attn.o_proj.weight, Stats: {'mean': 1.1033794180548284e-06, 'std': 0.026741737499833107, 'min': -0.28515625, 'max': 0.396484375}
2025-06-27 11:06:51,757 - INFO - Param: model.layers.26.self_attn.q_norm.weight, Stats: {'mean': 1.6441794633865356, 'std': 0.449173241853714, 'min': -0.0245361328125, 'max': 3.390625}
2025-06-27 11:06:51,757 - INFO - Param: model.layers.26.self_attn.k_norm.weight, Stats: {'mean': 1.6154944896697998, 'std': 0.6731823086738586, 'min': -0.0068359375, 'max': 3.59375}
2025-06-27 11:06:51,908 - INFO - Param: model.layers.26.mlp.gate_proj.weight, Stats: {'mean': 5.587019768427126e-05, 'std': 0.0275261327624321, 'min': -0.482421875, 'max': 0.58984375}
2025-06-27 11:06:52,052 - INFO - Param: model.layers.26.mlp.up_proj.weight, Stats: {'mean': -1.9219032765249722e-07, 'std': 0.02817709743976593, 'min': -1.2578125, 'max': 0.56640625}
2025-06-27 11:06:52,203 - INFO - Param: model.layers.26.mlp.down_proj.weight, Stats: {'mean': 3.1264171411748976e-06, 'std': 0.02795718051493168, 'min': -1.15625, 'max': 0.61328125}
2025-06-27 11:06:52,203 - INFO - Param: model.layers.26.input_layernorm.weight, Stats: {'mean': 1.0564861297607422, 'std': 0.21313028037548065, 'min': 0.345703125, 'max': 5.21875}
2025-06-27 11:06:52,204 - INFO - Param: model.layers.26.post_attention_layernorm.weight, Stats: {'mean': 0.6588113307952881, 'std': 0.08945754915475845, 'min': -8.20159912109375e-05, 'max': 1.265625}
2025-06-27 11:06:52,249 - INFO - Param: model.layers.27.self_attn.q_proj.weight, Stats: {'mean': -6.150679382699309e-06, 'std': 0.02582402713596821, 'min': -0.373046875, 'max': 0.35546875}
2025-06-27 11:06:52,260 - INFO - Param: model.layers.27.self_attn.k_proj.weight, Stats: {'mean': -1.6405296037191874e-06, 'std': 0.02404225617647171, 'min': -0.255859375, 'max': 0.271484375}
2025-06-27 11:06:52,271 - INFO - Param: model.layers.27.self_attn.v_proj.weight, Stats: {'mean': 1.898445771075785e-05, 'std': 0.028192326426506042, 'min': -0.302734375, 'max': 0.255859375}
2025-06-27 11:06:52,316 - INFO - Param: model.layers.27.self_attn.o_proj.weight, Stats: {'mean': 5.311083555170626e-07, 'std': 0.02624918520450592, 'min': -0.39453125, 'max': 0.384765625}
2025-06-27 11:06:52,316 - INFO - Param: model.layers.27.self_attn.q_norm.weight, Stats: {'mean': 1.6100637912750244, 'std': 0.4273334741592407, 'min': -0.0390625, 'max': 4.03125}
2025-06-27 11:06:52,316 - INFO - Param: model.layers.27.self_attn.k_norm.weight, Stats: {'mean': 1.5574718713760376, 'std': 0.6489362716674805, 'min': -0.029541015625, 'max': 3.640625}
2025-06-27 11:06:52,459 - INFO - Param: model.layers.27.mlp.gate_proj.weight, Stats: {'mean': 5.862499165232293e-05, 'std': 0.027503015473484993, 'min': -0.64453125, 'max': 0.640625}
2025-06-27 11:06:52,610 - INFO - Param: model.layers.27.mlp.up_proj.weight, Stats: {'mean': -2.1768148599221604e-06, 'std': 0.028437389060854912, 'min': -0.5390625, 'max': 0.63671875}
2025-06-27 11:06:52,754 - INFO - Param: model.layers.27.mlp.down_proj.weight, Stats: {'mean': 3.874119101965334e-06, 'std': 0.028199270367622375, 'min': -0.625, 'max': 0.796875}
2025-06-27 11:06:52,756 - INFO - Param: model.layers.27.input_layernorm.weight, Stats: {'mean': 1.1392498016357422, 'std': 0.24744535982608795, 'min': 0.4140625, 'max': 6.0}
2025-06-27 11:06:52,757 - INFO - Param: model.layers.27.post_attention_layernorm.weight, Stats: {'mean': 0.6977930068969727, 'std': 0.0859462097287178, 'min': -9.1552734375e-05, 'max': 1.375}
2025-06-27 11:06:52,802 - INFO - Param: model.layers.28.self_attn.q_proj.weight, Stats: {'mean': 8.225916872106609e-07, 'std': 0.026428962126374245, 'min': -0.470703125, 'max': 0.404296875}
2025-06-27 11:06:52,813 - INFO - Param: model.layers.28.self_attn.k_proj.weight, Stats: {'mean': 8.775531568971928e-06, 'std': 0.02465006336569786, 'min': -0.310546875, 'max': 0.2734375}
2025-06-27 11:06:52,824 - INFO - Param: model.layers.28.self_attn.v_proj.weight, Stats: {'mean': -1.2383994544507004e-05, 'std': 0.02933494746685028, 'min': -0.21484375, 'max': 0.201171875}
2025-06-27 11:06:52,868 - INFO - Param: model.layers.28.self_attn.o_proj.weight, Stats: {'mean': 1.9965568753832486e-07, 'std': 0.02614716999232769, 'min': -0.427734375, 'max': 0.39453125}
2025-06-27 11:06:52,868 - INFO - Param: model.layers.28.self_attn.q_norm.weight, Stats: {'mean': 1.6988883018493652, 'std': 0.5191168189048767, 'min': 0.000881195068359375, 'max': 4.71875}
2025-06-27 11:06:52,869 - INFO - Param: model.layers.28.self_attn.k_norm.weight, Stats: {'mean': 1.7031660079956055, 'std': 0.5636991858482361, 'min': 0.000286102294921875, 'max': 4.3125}
2025-06-27 11:06:53,003 - INFO - Param: model.layers.28.mlp.gate_proj.weight, Stats: {'mean': 7.119981455616653e-05, 'std': 0.02735614776611328, 'min': -0.58984375, 'max': 0.57421875}
2025-06-27 11:06:53,152 - INFO - Param: model.layers.28.mlp.up_proj.weight, Stats: {'mean': -4.298407020542072e-06, 'std': 0.028691506013274193, 'min': -0.65625, 'max': 0.984375}
2025-06-27 11:06:53,286 - INFO - Param: model.layers.28.mlp.down_proj.weight, Stats: {'mean': -8.087681635515764e-09, 'std': 0.028456969186663628, 'min': -0.71875, 'max': 1.359375}
2025-06-27 11:06:53,286 - INFO - Param: model.layers.28.input_layernorm.weight, Stats: {'mean': 1.0849218368530273, 'std': 0.333403617143631, 'min': 0.50390625, 'max': 7.65625}
2025-06-27 11:06:53,286 - INFO - Param: model.layers.28.post_attention_layernorm.weight, Stats: {'mean': 0.7390120029449463, 'std': 0.0856177881360054, 'min': -0.0001430511474609375, 'max': 1.453125}
2025-06-27 11:06:53,349 - INFO - Param: model.layers.29.self_attn.q_proj.weight, Stats: {'mean': -1.7585400655661942e-06, 'std': 0.026959558948874474, 'min': -0.40234375, 'max': 0.453125}
2025-06-27 11:06:53,362 - INFO - Param: model.layers.29.self_attn.k_proj.weight, Stats: {'mean': 1.9069271729676984e-05, 'std': 0.024121567606925964, 'min': -0.31640625, 'max': 0.369140625}
2025-06-27 11:06:53,372 - INFO - Param: model.layers.29.self_attn.v_proj.weight, Stats: {'mean': -9.943931218003854e-06, 'std': 0.0278663020581007, 'min': -0.35546875, 'max': 0.287109375}
2025-06-27 11:06:53,421 - INFO - Param: model.layers.29.self_attn.o_proj.weight, Stats: {'mean': 1.1661398957585334e-06, 'std': 0.026784880086779594, 'min': -0.302734375, 'max': 0.28515625}
2025-06-27 11:06:53,421 - INFO - Param: model.layers.29.self_attn.q_norm.weight, Stats: {'mean': 1.57098388671875, 'std': 0.5325164794921875, 'min': -0.06396484375, 'max': 2.890625}
2025-06-27 11:06:53,421 - INFO - Param: model.layers.29.self_attn.k_norm.weight, Stats: {'mean': 1.554331660270691, 'std': 0.7976105213165283, 'min': -0.0947265625, 'max': 4.15625}
2025-06-27 11:06:53,558 - INFO - Param: model.layers.29.mlp.gate_proj.weight, Stats: {'mean': 6.158379255793989e-05, 'std': 0.02736629731953144, 'min': -0.6875, 'max': 0.71875}
2025-06-27 11:06:53,707 - INFO - Param: model.layers.29.mlp.up_proj.weight, Stats: {'mean': -7.834429197828285e-06, 'std': 0.02898135781288147, 'min': -0.72265625, 'max': 0.5390625}
2025-06-27 11:06:53,841 - INFO - Param: model.layers.29.mlp.down_proj.weight, Stats: {'mean': -2.5187234768964117e-06, 'std': 0.028773145750164986, 'min': -0.953125, 'max': 0.765625}
2025-06-27 11:06:53,842 - INFO - Param: model.layers.29.input_layernorm.weight, Stats: {'mean': 1.5056157112121582, 'std': 0.5761175751686096, 'min': 0.47265625, 'max': 8.875}
2025-06-27 11:06:53,842 - INFO - Param: model.layers.29.post_attention_layernorm.weight, Stats: {'mean': 0.7964029312133789, 'std': 0.0985274389386177, 'min': -9.775161743164062e-05, 'max': 1.65625}
2025-06-27 11:06:53,903 - INFO - Param: model.layers.30.self_attn.q_proj.weight, Stats: {'mean': -3.3996827824012144e-06, 'std': 0.025432489812374115, 'min': -0.353515625, 'max': 0.58984375}
2025-06-27 11:06:53,914 - INFO - Param: model.layers.30.self_attn.k_proj.weight, Stats: {'mean': 3.256075797253288e-05, 'std': 0.02498154155910015, 'min': -0.345703125, 'max': 0.3828125}
2025-06-27 11:06:53,925 - INFO - Param: model.layers.30.self_attn.v_proj.weight, Stats: {'mean': 2.832082100212574e-05, 'std': 0.02969811111688614, 'min': -0.283203125, 'max': 0.333984375}
2025-06-27 11:06:53,971 - INFO - Param: model.layers.30.self_attn.o_proj.weight, Stats: {'mean': 4.509281097853091e-06, 'std': 0.026666395366191864, 'min': -0.32421875, 'max': 0.384765625}
2025-06-27 11:06:53,971 - INFO - Param: model.layers.30.self_attn.q_norm.weight, Stats: {'mean': 1.7867660522460938, 'std': 0.44328030943870544, 'min': 0.0732421875, 'max': 3.921875}
2025-06-27 11:06:53,972 - INFO - Param: model.layers.30.self_attn.k_norm.weight, Stats: {'mean': 1.740657925605774, 'std': 0.6358271837234497, 'min': 0.00016021728515625, 'max': 4.8125}
2025-06-27 11:06:54,107 - INFO - Param: model.layers.30.mlp.gate_proj.weight, Stats: {'mean': 4.9735001084627584e-05, 'std': 0.02723436988890171, 'min': -0.64453125, 'max': 0.69921875}
2025-06-27 11:06:54,263 - INFO - Param: model.layers.30.mlp.up_proj.weight, Stats: {'mean': -1.8052102177534834e-06, 'std': 0.02920311503112316, 'min': -0.44140625, 'max': 0.6015625}
2025-06-27 11:06:54,394 - INFO - Param: model.layers.30.mlp.down_proj.weight, Stats: {'mean': -2.5315819129900774e-06, 'std': 0.029009917750954628, 'min': -1.0703125, 'max': 1.1640625}
2025-06-27 11:06:54,396 - INFO - Param: model.layers.30.input_layernorm.weight, Stats: {'mean': 1.837493896484375, 'std': 0.5199741721153259, 'min': 0.7421875, 'max': 10.6875}
2025-06-27 11:06:54,396 - INFO - Param: model.layers.30.post_attention_layernorm.weight, Stats: {'mean': 0.8422222137451172, 'std': 0.0936974287033081, 'min': -0.00010061264038085938, 'max': 1.5546875}
2025-06-27 11:06:54,440 - INFO - Param: model.layers.31.self_attn.q_proj.weight, Stats: {'mean': -7.653136890439782e-06, 'std': 0.025604041293263435, 'min': -0.421875, 'max': 0.482421875}
2025-06-27 11:06:54,452 - INFO - Param: model.layers.31.self_attn.k_proj.weight, Stats: {'mean': 2.2893209461471997e-06, 'std': 0.024182217195630074, 'min': -0.373046875, 'max': 0.3125}
2025-06-27 11:06:54,463 - INFO - Param: model.layers.31.self_attn.v_proj.weight, Stats: {'mean': -1.0162306352867745e-05, 'std': 0.030359890311956406, 'min': -0.294921875, 'max': 0.255859375}
2025-06-27 11:06:54,508 - INFO - Param: model.layers.31.self_attn.o_proj.weight, Stats: {'mean': 3.3215940220543416e-07, 'std': 0.02728281356394291, 'min': -0.388671875, 'max': 0.33203125}
2025-06-27 11:06:54,509 - INFO - Param: model.layers.31.self_attn.q_norm.weight, Stats: {'mean': 1.6406075954437256, 'std': 0.41738298535346985, 'min': -0.005096435546875, 'max': 2.984375}
2025-06-27 11:06:54,509 - INFO - Param: model.layers.31.self_attn.k_norm.weight, Stats: {'mean': 1.6845293045043945, 'std': 0.6773058772087097, 'min': -0.0115966796875, 'max': 3.234375}
2025-06-27 11:06:54,670 - INFO - Param: model.layers.31.mlp.gate_proj.weight, Stats: {'mean': 3.147441384498961e-05, 'std': 0.027003714814782143, 'min': -0.68359375, 'max': 0.80078125}
2025-06-27 11:06:54,805 - INFO - Param: model.layers.31.mlp.up_proj.weight, Stats: {'mean': -7.228229605971137e-06, 'std': 0.0294235460460186, 'min': -0.54296875, 'max': 0.72265625}
2025-06-27 11:06:54,954 - INFO - Param: model.layers.31.mlp.down_proj.weight, Stats: {'mean': 5.340135885489872e-06, 'std': 0.029325885698199272, 'min': -0.7421875, 'max': 0.74609375}
2025-06-27 11:06:54,956 - INFO - Param: model.layers.31.input_layernorm.weight, Stats: {'mean': 2.026721954345703, 'std': 0.945287823677063, 'min': 0.73046875, 'max': 13.4375}
2025-06-27 11:06:54,956 - INFO - Param: model.layers.31.post_attention_layernorm.weight, Stats: {'mean': 0.8838469982147217, 'std': 0.08812591433525085, 'min': -0.00011444091796875, 'max': 1.4921875}
2025-06-27 11:06:55,001 - INFO - Param: model.layers.32.self_attn.q_proj.weight, Stats: {'mean': -2.2977287699177396e-06, 'std': 0.025437986478209496, 'min': -0.5390625, 'max': 0.5234375}
2025-06-27 11:06:55,012 - INFO - Param: model.layers.32.self_attn.k_proj.weight, Stats: {'mean': -3.3901324059115723e-07, 'std': 0.02429552562534809, 'min': -0.330078125, 'max': 0.291015625}
